"RegionName","City","State","Metro","CountyName","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11"
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",7.1050847457627,7.2727272727272,7.6388888888888,8.3333333333333,9.2779346510689,10,10,9.6958174904942,10.0143061516452,10.5,10.3448275862068,10.2827763496143,9.8360655737704,9.0918181818181,8.8753799392097,8.1803005008347,7.8651685393258,7.9410286480147,7.6930854747953,7.7486272117144,7.6923076923076,7.6982294072363,7.4420528171094,7.4724354501046,7,6.8783068783068,6.6889632107023,6.5743944636678,7.1428571428571,7.3186759810854,7.5187969924812,6.8,6.8989306657468,6.6666666666666,6.5288868013151,6.938775510204,7.0060686895631,6.3474387527839,6.2578222778473,6.2578222778473,6.1212121212121,5.6603773584905,5.8139872906237,6.0975609756097,5.9860139860139,5.8997050147492,6.5420560747663,6.0024009603841,5.8269570335491,5.2687038988408,4.0032025620496,5.0664977834072,5.0025012506253,4.7197640117994,5.0224,5.0847457627118,5.5555555555555,5.2631578947368
"Deer Valley","Phoenix","AZ","Phoenix","Maricopa",10.0247750619376,8.7032201914708,9.1370558375634,10,10.5374077976817,11.1969111969111,11.7716303708063,12.4013333333333,12.6984126984126,12.5156445556946,12.0603015075376,11.1111111111111,10,9.5238095238095,9.090909090909,8.7029957203994,8.1665986116782,8.0032012805122,7.8988941548183,7.4349442379182,7.8373015873015,7.9527559055118,7.4814814814814,7.563025210084,7.1479628305932,6.6666666666666,6.25,6.253908692933,6.2515628907226,5.9509202453987,6.5384615384615,6.6711140760507,6.3492063492063,6.2499414062133,6.4155385520894,5.4054054054054,5.3542455381287,4.8780487804878,4.6533271288971,4.7732696897374,4.7619047619047,4.2575838211814,4.1666666666666,4.6666666666666,5.1428571428571,5.2224371373307,4.6153846153846,5.0632911392405,5.0218340611353,4.8,3.0856219709208,3.7831938886867,4,4.3093497499038,4.4417900497236,4.0016006402561,4.2102742375637,4.1592920353982
"Astoria","New York","NY","New York","Queens",,5.8181818181818,5.8181818181818,6.4197530864197,6.677796327212,6.9930069930069,6.774193548387,6.9930069930069,5.8823529411764,6.8681676210307,6.1718098415346,6.8418601101581,6.8681676210307,6.2578222778473,6.5027122816985,6.6666666666666,6.3371356147021,5.2048224008296,5.2048224008296,5.2770448548812,8.5330216247808,8.5330216247808,7.7041602465331,6.5628476084538,6.0669456066945,6.0669456066945,4.5454545454545,4.16,5.0686378035902,4.4444444444444,5.0062578222778,4.3401240035429,5.2287581699346,5.5384615384615,5.0933786078098,4.4182621502209,4.559915164369,4.559915164369,5.181347150259,5.9523809523809,4.3041606886657,4.3041606886657,4.3041606886657,7.7041602465331,9.4964028776978,8.4978213507625,3.8071065989847,4.32,,4.6875,,2.2271714922048,3.5483870967741,3.1511997687192,5.2863436123348,4.8076923076923,4.8076923076923,4.8076923076923
"Paradise Valley","Phoenix","AZ","Phoenix","Maricopa",8.1081081081081,9.0911688311688,9.7994987468671,10.0401606425702,11.1234705228031,11.4068441064638,11.5384615384615,12.2817229336437,12.0967741935483,11.864406779661,11.5830115830115,10.4477611940298,10,9.0991810737033,8.9289617486338,8.7750087750087,8.0334728033472,7.4418604651162,7.4128984432913,7.2494669509594,7.6551724137931,7.1794871794871,7.314629258517,6.7835318473833,6.2526052521884,5.2440500201694,5.4083288263926,5.5567903978661,6.0150375939849,6,5.857740585774,5.4736842105263,5.5913978494623,5.0632911392405,5.070707070707,5.6685561853951,4.6331658291457,4.7991917150795,4.5961002785515,4.3887147335423,4.2571306939123,4.401913875598,4.7641734159123,4.7109207708779,4.8490393412625,4.8096192384769,4.4411764705882,4.7634169577643,4.5692202773357,4.7620952380952,2.8625954198473,3.8076152304609,4.1753653444676,4.6184738955823,4.4357081695281,4.2929292929292,4.1684035014589,4.1224489795918
"North Mountain","Phoenix","AZ","Phoenix","Maricopa",12.5156445556946,10.1587301587301,11.1111111111111,12.5833333333333,13.0548302872062,13.6216216216216,14,14.2857142857142,14.572864321608,14.6678170836928,14.4837758112094,13.3420536298234,12.2807017543859,10.6315789473684,11.1358574610244,10.9289617486338,10.752688172043,10.0502512562814,10,9.8113207547169,9.5238095238095,8.732080588919,8.5923217550274,8.0229226361031,8.2559339525283,7.6923076923076,7.4925373134328,6.6711140760507,6.6711140760507,6.6684449186449,6.68,6.68,7.1428571428571,7.1428571428571,6.253908692933,5.5586436909394,5.7714285714285,5.9651722860318,5.4090601757944,5.5331412103746,5.7142857142857,5.9171597633136,6,5.8858151854031,6.25,6.0589216231239,5.7358490566037,5.5586436909394,5,5.6,3.3870967741935,4.5454545454545,5.1724137931034,5.4078413699864,5.7894736842105,5.3082890975908,4.9049049049049,5.260663507109
"Washington Heights","New York","NY","New York","New York",,7.7220077220077,12.6845531036672,8.7012987012987,7.7220077220077,9.0566037735849,9.8064516129032,6.9204152249134,6.6666666666666,5.6603773584905,7.0422535211267,6.269592476489,6.2611806797853,6.9204152249134,6.9204152249134,6.2650602409638,6,6.2650602409638,5.7692307692307,5.7692307692307,7.0234113712374,5.4127198917456,5.4127198917456,5.4054054054054,3.5087719298245,2.8571428571428,2.8571428571428,3.7037037037037,5.0125313283208,5.0125313283208,5.3452115812917,5.420054200542,,,,,,,,,,,,,,,,,,4.5217391304347,,5.2631578947368,5.4644808743169,5.6692913385826,5.3502057613168,5.3502057613168,5.3502057613168,5.1347881899871
"Far North","Dallas","TX","Dallas-Fort Worth","Dallas",4.9586776859504,5.2026013006503,5.5272727272727,6.1111111111111,6.054279749478,6.253908692933,5.8823529411764,5.7159188339525,5.8830450641251,5.8823529411764,5.8181818181818,5.5570991942206,5.050505050505,4.5401629802095,4.9207673060884,4.7675804529201,5.3333333333333,5.6006222913657,5.6625141562853,5.7471264367816,5.5555555555555,5.3928571428571,5.2631578947368,5.1282051282051,5.2631578947368,5.2631578947368,4.6363636363636,4.5899948427024,4.9523809523809,4.6511627906976,4.572864321608,4.3478260869565,4.7675804529201,4,4.3478260869565,4.3436671159615,3.8476337052712,4.040606060606,3.9525691699604,4.3668122270742,4.3617021276595,4.5426995575489,4.5070422535211,4.4506258692628,4.4493882091212,4.5842217484008,4.5454545454545,4.7474747474747,4.776119402985,4.3478260869565,3.2258064516129,3.6345448482827,4.0657834627683,4.6822742474916,4.8,5,5,4.8
"Hollywood","Los Angeles","CA","Los Angeles","Los Angeles",12.0240480961923,8.5106382978723,9.1047040971168,9.4845360824742,8.7543771885942,9.3023255813953,8.9591078066914,9.6055437100213,9.1930541368743,9.7392803275156,10.6078665077473,9.192200557103,8.8838724373576,7.3333333333333,7.1428571428571,6.2515628907226,6.1224489795918,7.2727272727272,7.1530758226037,7.4211502782931,5.8823529411764,6.1776061776061,7.0369439557677,6.6666666666666,6.6666666666666,6.4864864864864,5.9539918809201,5.1413881748071,5.0279329608938,5.1413881748071,5.0279329608938,6.7796610169491,6.6681484774394,5.9561128526645,7.4142724745134,5.9561128526645,4.7732696897374,5.008347245409,5.008347245409,5.09900990099,4.4347826086956,5.8055152394775,4.891304347826,5.4644808743169,4.8192771084337,5.1736206896551,4.9901195632647,5.0012503125781,3.8535645472061,3.5874439461883,3.8078156312625,4.2524005486968,4.0029651593773,4.3715846994535,4.5217391304347,5.0125313283208,5.6692913385826,4.1237113402061
"Williamsburg","New York","NY","New York","Kings",,4.1152263374485,5.6363636363636,5.6363636363636,5.292479108635,5.76,6.3157894736842,5.3846153846153,5.3846153846153,5.889281507656,6.08228980322,7.7071290944123,5.045871559633,5.0147492625368,5.0108932461873,5.0108932461873,5.0108932461873,4.0066777963272,5.0125313283208,5.3892215568862,5,5.0847457627118,5.1485148514851,6.4102564102564,6.5625,5.9561128526645,5.9561128526645,5.4127198917456,5.4279749478079,5.5632823365785,5.5632823365785,5.5632823365785,4.4493882091212,3.6429872495446,3.6429872495446,6.1326658322903,,,,5.6213017751479,5.6213017751479,6.7114093959731,6.7114093959731,5.2380952380952,5.2380952380952,5.2380952380952,6.060606060606,5.8181818181818,5.4621848739495,4.6231155778894,6.1326658322903,6.5573770491803,6,6.1561561561561,5.75,5.5617352614015,5.1282051282051,5.5617352614015
"Bedford Stuyvesant","New York","NY","New York","Kings",,6.0150375939849,5.8997050147492,7.2072072072072,7.2072072072072,7.2072072072072,8,8,6.7567567567567,7.0351758793969,7.0351758793969,7.0351758793969,5.6710775047258,5.1413881748071,4.7846889952153,5.3333333333333,4.7846889952153,6.3965884861407,8.1632653061224,7.1317829457364,7.1317829457364,5.1428571428571,4.5454545454545,4.5454545454545,5.420054200542,4.6242774566473,4.5523520485584,5.4736842105263,5.5555555555555,5.6152927120669,6.5088757396449,,7.4211502782931,8.8888888888888,8.8888888888888,,,,,,,,6.1326658322903,6.000600060006,6,6.2578222778473,9.8064516129032,10,9.1818181818181,8.3333333333333,,,4.4117647058823,3.4998391663986,6.25,3.4998391663986,6.6711140760507,6.269592476489
"Camelback East","Phoenix","AZ","Phoenix","Maricopa",11.4285714285714,11.3110539845758,11.5538461538461,13.3392618941751,13.4078212290502,13.3422281521014,13.2173913043478,13.5053110773899,13.525641025641,13.2075471698113,12.531328320802,11.6071428571428,10.5263157894736,10.2646868947708,10.5263157894736,10.2459016393442,9.8176718092566,9.8176718092566,9.090909090909,8.9575289575289,9.5577889447236,9.5084577114427,9.5497953615279,8.5820895522388,8.347245409015,7.2136181575433,6.6889632107023,6.6688896298766,6.6666666666666,6.2578222778473,6.816760475297,6.677796327212,6.6711140760507,6.9739130434782,6.4748201438848,5.6603773584905,5.8687258687258,5.7915057915057,5.5865921787709,5.7842046718576,5.7142857142857,5.3097345132743,5.5951048951048,5.3199073248975,5.3448275862068,5.25,5.0125313283208,5.1142175247187,5.5710306406685,5.9215686274509,3.8461538461538,4.3234587670136,4.8214285714285,5.3571428571428,5.3203342618384,4.9098196392785,5.1397033459813,5.3648068669527
"Flatbush","New York","NY","New York","Kings",,5.8997050147492,6.253908692933,6.253908692933,6.4583333333333,6.6666666666666,6.6666666666666,7.0100143061516,6.9767441860465,6.6666666666666,8,6.7114093959731,5.857740585774,5.6224899598393,6.9204152249134,6.084656084656,6.8220579874928,8.3333333333333,8.33375,7.2948328267477,7.2948328267477,10,10.6504646175839,8.5141903171953,10.6504646175839,9.8613251155624,10.5374077976817,6.8817204301075,6.1538461538461,7.1530758226037,4.7694753577106,5.8181818181818,5.8181818181818,,,3.5955056179775,,,,,,,8.9529590288315,7.6982294072363,7.6982294072363,7.1530758226037,7.5221238938053,7.0100143061516,5.5586436909394,5.9770114942528,,,5,6.0120240480961,6.2893081761006,7.1429081636297,7.8947368421052,7.010157367668
"East Side","El Paso","TX","El Paso","El Paso",5,4.9342731948942,5.0118764845605,5.4984249737495,5.6657223796033,5.8663028649386,5.7915057915057,5.3393689291261,4.8571428571428,4.7157190635451,5.0000500005,4.8939641109298,5.1459854014598,5.9040590405904,5.2011494252873,4.8387096774193,4.6692607003891,4.9109883364027,5.2479664130149,5.0025012506253,5,5.1075268817204,5,5.2173913043478,4.5454545454545,4.3715846994535,4.7619047619047,4.3715846994535,4.3085106382978,4.3491757877627,4.5296167247386,4.5463636363636,4.6052631578947,4.4259140474663,4.4347826086956,4.9529764882441,5.0251256281407,4.9121225777377,4.7745358090185,4.5977011494252,4.5454545454545,4.5333333333333,5.1546391752577,5.1546391752577,5.1162790697674,5,4.1420118343195,4.0867389491242,4.8,5.2645433008686,3.1782945736434,3.9919151086407,4.25,4.7619047619047,4.4600191143676,4.7038801906058,4.7169811320754,4.6160947838128
"Southeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",10.0775193798449,10.0224502886465,12,12.5156445556946,11.7802280652153,11.578947368421,11.7785630153121,10.2247191011235,11.2592592592592,11.142061281337,11.7716303708063,12,12.43961352657,11.4285714285714,11.4681440443213,11.3924050632911,11.4285714285714,10,10,10.9090909090909,11.1223971559167,10.5263157894736,10.6213489113117,11.6666666666666,10.3846153846153,11.3043478260869,12.7948534667619,12.1212121212121,12.7388535031847,12.2807017543859,11.7647058823529,11.0157367668097,10.343590946082,9.8497495826377,9.6296296296296,8.8757396449704,6.6755674232309,6.875,5.4565296471444,6.4516129032258,6.8817204301075,6.0975609756097,8.3333333333333,8.8607594936708,9.3023255813953,8.8607594936708,8.6021505376344,10.2941176470588,11.1111111111111,10.01001001001,,5.8088888888888,9.090909090909,9.090909090909,7.9051383399209,8.8235294117647,9.1324200913242,6.8493150684931
"Crown Heights","New York","NY","New York","Kings",,10.3343465045592,7.5235109717868,8.9617486338797,10.7334525939177,10.7334525939177,11.3421550094517,11.1111111111111,8,8,9.7799511002444,8.5,5.0632911392405,5.0125313283208,5.2173913043478,6.5934065934065,6.8181818181818,10.0250626566416,8.0004,8.0004,9.1116173120728,8.0004,10.0271002710027,10.0271002710027,8.7719298245614,9.0410958904109,8.1799591002044,5.6710775047258,6,,6.6889632107023,6.3856960408684,5.8333333333333,6.5625,,7.6962544894817,7.9155672823218,,,,,,,6.8,,,7.391304347826,,,,,,,7.4074074074074,6.2578222778473,7.4074074074074,5.0125313283208,5.4505005561735
"Alahambra","Phoenix","AZ","Phoenix","Maricopa",10,12,12.718600953895,12.6290706910246,14.5454545454545,14.5990650845019,14.7058823529411,15.7681940700808,15.6896551724137,14.5,15.2542372881355,14.3061516452074,13.4831460674157,11.1358574610244,12.2222222222222,11.1358574610244,10.7334525939177,9.7044334975369,9.4631483166515,9.9109109109109,9.5364238410596,8.7032201914708,10,10,8.695652173913,9.0991810737033,8.3003952569169,6.9333333333333,7.1428571428571,7.1530758226037,7.1428571428571,7.1428571428571,7.1428571428571,7.1428571428571,7.286432160804,6.6933333333333,7.6345431789737,7.6470588235294,6.875,6.4557779212395,6.253908692933,5.8357649020425,5.2354838709677,5.9649122807017,6.5934065934065,6.25,5.6603773584905,5.7714505579068,6.4,6.4705882352941,4.18410041841,5.2381759620274,5.4054054054054,5.6497175141242,5.2659294365455,5.6845476381104,5.5666666666666,5.9829059829059
"Jamaica","New York","NY","New York","Queens",,8.7719298245614,8.8928412627834,8.3379655364091,9.0950432014552,9.090909090909,9.5238095238095,9.3066542577943,9.1185410334346,9.1185410334346,9.5714285714285,8.1397674418604,7.4074074074074,6.0790273556231,6.9930069930069,6.6889632107023,6.6889632107023,7.4349442379182,8.0267558528428,6.7796610169491,7.3809523809523,6.9930069930069,6.6889632107023,6.269592476489,6.9930069930069,7.6519788918205,7.0351758793969,7.0351758793969,7.0351758793969,6.7565047473101,6,6.3636363636363,6.6667111114074,7.1428741497003,6.8103942652329,6.8103942652329,6.9930069930069,5.8997050147492,5.8997050147492,5.0251256281407,5.2770448548812,5,4.5592705167173,5.7306590257879,4.666682222274,5.2770448548812,5.2770448548812,5.5710306406685,6.0120240480961,5.8997050147492,3.3444816053511,4.8192771084337,5.0125313283208,5.0125313283208,5.2770448548812,5.420054200542,6.0790273556231,6.4724919093851
"Roosevelt","Fresno","CA","Fresno","Fresno",7.0542635658914,8.4749353786177,9.4845360824742,9.7560975609756,10.5318588730911,12.0886501007387,10.7190710138454,10.828025477707,9.2307692307692,9.9573257467994,9.2095165003837,9.9573257467994,10.1112234580384,9.6836668818592,9.6836668818592,9.7502512562814,8.5417937766931,9.1666666666666,9.1080047639942,9.9321898683685,9.8446514008938,11.2567567567567,11.4190687361419,9.0446579988694,10.1079136690647,10.3053828449726,10.1079136690647,9.1324200913242,9.0991810737033,7.8957915831663,7.1428571428571,7.7041602465331,9.4043887147335,8.6857267094249,9.1074681238615,8.2653061224489,8.3333333333333,9.7498746867167,9.7498746867167,10.1895066277281,9.6787148594377,9.6787148594377,8.1255771006463,6.2642904125035,6.6711140760507,6.1538461538461,5.04882609599,5.3703703703703,5.7142857142857,6.25,4.5113121151286,6.9655172413793,5.2968550849215,5.2968550849215,6.0020696791997,5.6,6.0024009603841,6.25
"Williamsbridge","New York","NY","New York","Bronx",,6.4724919093851,6.4724919093851,6.6711140760507,7.2494669509594,8.5714285714285,8.0267558528428,8.0267558528428,6.9204152249134,6.0790273556231,9.2521202775636,8.75,6.0975609756097,5.292479108635,6.5420560747663,7.8212290502793,7.5641025641025,6.6666666666666,9.2664092664092,9.1185410334346,10.7462686567164,8.8495575221238,6.265664160401,5.420054200542,6.265664160401,7.5362318840579,7.5362318840579,6.25,6.25,5.7306590257879,5.7306590257879,6.9333333333333,5.281690140845,4.8899755501222,4.5210226622943,4.3835616438356,3.6363636363636,5.1413881748071,5.5710306406685,6.1176470588235,6.1176470588235,6.1176470588235,5.5710306406685,5.4727793696275,5.420054200542,6.0120240480961,5.6625141562853,6.6667111114074,5.4644808743169,7.6923076923076,4.8,5.4301403294691,5.4054054054054,6.6889632107023,5.3233297606287,4.8,4.7619047619047,7.1428571428571
